,,,,nation,pos,age,born,90s,Att,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,,,,,,,,,,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
league,season,team,player,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Liverpool,Jayden Danns,ENG,MF,18,2006,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ENG-Premier League,2425,Liverpool,Joe Gomez,ENG,DF,27,1997,5.8,425,406,18,12,1,5,2,6,0,0,0,0,377,1,2
ENG-Premier League,2425,Liverpool,Kostas Tsimikas,GRE,DF,28,1996,9.3,654,536,116,12,1,1,64,63,41,32,6,0,550,2,9
ENG-Premier League,2425,Liverpool,Luis Díaz,COL,FW,27,1997,26.7,874,855,17,2,2,9,32,14,1,0,0,0,736,2,24
ENG-Premier League,2425,Liverpool,Mohamed Salah,EGY,FW,32,1992,37.5,1263,1227,30,7,19,3,79,23,0,0,0,0,892,6,62
ENG-Premier League,2425,Liverpool,Ryan Gravenberch,NED,MF,22,2002,35.1,1927,1889,32,16,8,7,7,10,0,0,0,0,1718,6,15
ENG-Premier League,2425,Liverpool,Trent Alexander-Arnold,ENG,DF,25,1998,26.3,1971,1651,310,63,12,32,153,192,55,34,12,1,1448,10,36
ENG-Premier League,2425,Liverpool,Virgil van Dijk,NED,DF,33,1991,37.0,2934,2707,224,86,1,22,1,8,0,0,0,0,2687,3,9
ENG-Premier League,2425,Liverpool,Vitezslav Jaros,CZE,GK,23,2001,0.1,8,7,1,0,0,0,0,0,0,0,0,0,6,0,0
ENG-Premier League,2425,Liverpool,Wataru Endo,JPN,"MF,DF",31,1993,3.0,194,188,6,2,0,0,1,4,0,0,0,0,182,0,2
ENG-Premier League,2425,Manchester City,Abdukodir Khusanov,UZB,DF,20,2004,5.6,395,385,10,6,0,1,1,3,0,0,0,0,360,0,3
ENG-Premier League,2425,Manchester City,Bernardo Silva,POR,"MF,FW",29,1994,29.7,1783,1654,128,55,4,6,60,44,16,5,0,0,1547,1,35
ENG-Premier League,2425,Manchester City,Claudio Echeverri,ARG,FW,18,2006,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
ENG-Premier League,2425,Manchester City,Divin Mubama,ENG,FW,19,2004,0.3,3,3,0,0,0,0,0,0,0,0,0,0,2,0,1
ENG-Premier League,2425,Manchester City,Ederson,BRA,GK,30,1993,25.8,923,817,106,29,1,2,0,0,0,0,0,0,811,0,1
ENG-Premier League,2425,Manchester City,Erling Haaland,NOR,FW,24,2000,30.4,381,372,7,0,1,0,3,1,0,0,0,0,255,2,10
ENG-Premier League,2425,Manchester City,Jack Grealish,ENG,"FW,MF",28,1995,8.0,436,418,18,5,0,0,20,4,9,4,0,0,382,0,11
ENG-Premier League,2425,Manchester City,Jahmai Simpson-Pusey,ENG,DF,18,2005,1.1,115,110,5,3,0,0,0,1,0,0,0,0,107,0,0
ENG-Premier League,2425,Manchester City,James Mcatee,ENG,"MF,FW",21,2002,3.9,125,122,3,1,1,0,8,0,1,1,0,0,100,0,4
ENG-Premier League,2425,Manchester City,Jeremy Doku,BEL,"FW,MF",22,2002,16.8,762,757,3,0,8,0,59,1,2,0,0,0,603,2,30
ENG-Premier League,2425,Manchester City,John Stones,ENG,"DF,MF",30,1994,6.1,403,389,13,7,0,3,0,0,0,0,0,0,367,1,2
ENG-Premier League,2425,Manchester City,Joško Gvardiol,CRO,DF,22,2002,36.4,2721,2502,211,41,6,11,22,163,0,0,0,0,2454,8,33
ENG-Premier League,2425,Manchester City,Kevin De Bruyne,BEL,"MF,FW",33,1991,18.9,1196,1031,160,32,15,10,145,18,94,33,20,2,908,5,28
ENG-Premier League,2425,Manchester City,Kyle Walker,ENG,DF,34,1990,10.8,826,727,99,18,2,7,14,81,0,0,0,0,724,0,8
ENG-Premier League,2425,Manchester City,Manuel Akanji,SUI,DF,29,1995,22.4,1744,1707,36,18,4,10,11,10,0,0,0,0,1632,1,6
ENG-Premier League,2425,Manchester City,Mateo Kovačić,CRO,MF,30,1994,24.4,1882,1845,33,32,15,8,0,0,0,0,0,0,1742,4,14
ENG-Premier League,2425,Manchester City,Matheus Nunes,POR,"DF,MF",25,1998,18.6,1234,1103,130,13,3,8,45,109,7,5,0,0,1065,1,24
ENG-Premier League,2425,Manchester City,Nathan Aké,NED,DF,29,1995,7.5,542,514,26,13,0,0,1,7,0,0,0,0,509,2,3
ENG-Premier League,2425,Manchester City,Nico O’Reilly,ENG,DF,19,2005,5.9,353,311,41,5,1,0,8,36,0,0,0,0,305,1,3
ENG-Premier League,2425,Manchester City,Nicolás González,ESP,MF,22,2002,8.4,625,603,21,19,1,0,1,2,0,0,0,0,575,1,5
ENG-Premier League,2425,Manchester City,Omar Marmoush,EGY,"FW,MF",25,1999,13.1,318,291,24,4,2,0,28,1,14,8,3,0,252,3,3
ENG-Premier League,2425,Manchester City,Oscar Bobb,NOR,FW,21,2003,0.2,15,14,1,0,0,0,0,0,0,0,0,0,13,0,0
ENG-Premier League,2425,Manchester City,Phil Foden,ENG,"MF,FW",24,2000,19.7,941,854,83,21,7,2,80,5,46,30,8,1,791,4,26
ENG-Premier League,2425,Manchester City,Rico Lewis,ENG,"DF,MF",19,2004,21.0,1312,1185,127,25,3,0,6,102,0,0,0,0,1201,0,22
ENG-Premier League,2425,Manchester City,Rodri,ESP,MF,28,1996,0.8,68,67,1,1,0,0,0,0,0,0,0,0,64,0,0
ENG-Premier League,2425,Manchester City,Rúben Dias,POR,DF,27,1997,25.2,2317,2234,80,43,0,10,3,2,0,0,0,0,2167,3,14
ENG-Premier League,2425,Manchester City,Stefan Ortega,GER,GK,31,1992,12.2,459,388,70,21,0,2,0,0,0,0,0,0,373,1,1
ENG-Premier League,2425,Manchester City,Sávio,BRA,"FW,MF",20,2004,19.6,856,824,32,4,5,7,84,9,18,10,2,0,692,0,33
ENG-Premier League,2425,Manchester City,Vitor Reis,BRA,DF,18,2006,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
ENG-Premier League,2425,Manchester City,İlkay Gündoğan,GER,MF,33,1990,24.7,1703,1590,108,33,7,3,60,4,46,31,4,1,1525,5,21
ENG-Premier League,2425,Manchester Utd,Alejandro Garnacho,ARG,"MF,FW",20,2004,24.4,823,798,24,3,2,9,56,16,2,1,0,0,649,1,54
ENG-Premier League,2425,Manchester Utd,Altay Bayındır,TUR,GK,26,1998,4.0,152,121,31,7,0,0,0,0,0,0,0,0,92,0,2
ENG-Premier League,2425,Manchester Utd,Amad Diallo,CIV,"MF,FW",22,2002,21.1,949,859,86,5,3,1,42,49,32,23,1,1,795,4,20
ENG-Premier League,2425,Manchester Utd,André Onana,CMR,GK,28,1996,34.0,1306,1066,235,86,1,2,0,0,0,0,0,0,948,5,0
ENG-Premier League,2425,Manchester Utd,Antony,BRA,"DF,MF",24,2000,1.6,69,62,7,2,0,0,5,5,0,0,0,0,56,0,1
ENG-Premier League,2425,Manchester Utd,Ayden Heaven,ENG,DF,17,2006,1.9,106,104,1,1,0,0,0,0,0,0,0,0,90,1,3
ENG-Premier League,2425,Manchester Utd,Bruno Fernandes,POR,MF,29,1994,33.5,2242,1988,237,98,31,22,186,19,91,44,22,5,1707,17,55
ENG-Premier League,2425,Manchester Utd,Casemiro,BRA,MF,32,1992,16.6,990,963,19,17,9,9,20,2,0,0,0,0,780,8,22
ENG-Premier League,2425,Manchester Utd,Chidozie Obi-Martin,DEN,FW,16,2007,1.8,24,22,2,0,0,0,0,0,0,0,0,0,20,0,0
ENG-Premier League,2425,Manchester Utd,Christian Eriksen,DEN,MF,32,1992,11.8,749,645,102,31,8,8,85,5,62,24,20,5,590,2,6
ENG-Premier League,2425,Manchester Utd,Diogo Dalot,POR,DF,25,1999,31.3,1673,1426,242,13,4,8,66,229,0,0,0,0,1347,5,36
ENG-Premier League,2425,Manchester Utd,Harry Amass,ENG,DF,17,2007,3.8,181,150,31,2,0,0,9,29,0,0,0,0,149,0,3
ENG-Premier League,2425,Manchester Utd,Harry Maguire,ENG,DF,31,1993,19.5,1128,1083,41,26,0,9,4,1,0,0,0,0,965,4,5
ENG-Premier League,2425,Manchester Utd,Jonny Evans,NIR,DF,36,1988,3.5,217,197,20,5,0,0,0,3,0,0,0,0,192,0,1
ENG-Premier League,2425,Manchester Utd,Joshua Zirkzee,NED,"FW,MF",23,2001,15.6,410,400,9,1,6,2,4,0,0,0,0,0,292,1,15
ENG-Premier League,2425,Manchester Utd,Kobbie Mainoo,ENG,MF,19,2005,18.3,836,808,23,13,2,4,7,6,0,0,0,0,723,5,17
ENG-Premier League,2425,Manchester Utd,Leny Yoro,FRA,DF,18,2005,12.9,766,745,20,9,2,1,1,7,0,0,0,0,708,1,5
ENG-Premier League,2425,Manchester Utd,Lisandro Martínez,ARG,DF,26,1998,19.5,1342,1285,54,15,5,3,9,16,0,0,0,0,1200,3,7
ENG-Premier League,2425,Manchester Utd,Luke Shaw,ENG,DF,29,1995,3.9,290,276,14,5,1,1,11,2,4,0,1,0,249,0,6
ENG-Premier League,2425,Manchester Utd,Manuel Ugarte,URU,MF,23,2001,19.8,910,883,23,7,2,5,7,2,0,0,0,0,800,4,12
ENG-Premier League,2425,Manchester Utd,Marcus Rashford,ENG,"FW,MF",26,1997,10.9,343,334,9,1,6,5,27,4,1,1,0,0,253,0,10
ENG-Premier League,2425,Manchester Utd,Mason Mount,ENG,MF,25,1999,6.9,253,238,15,8,2,2,13,3,4,3,1,0,207,0,8
ENG-Premier League,2425,Manchester Utd,Matthijs de Ligt,NED,DF,24,1999,23.6,1380,1350,27,19,0,9,6,1,0,0,0,0,1241,3,11
ENG-Premier League,2425,Manchester Utd,Noussair Mazraoui,MAR,DF,26,1997,31.5,1781,1578,202,24,7,6,23,168,0,0,0,0,1526,1,35
ENG-Premier League,2425,Manchester Utd,Patrick Dorgu,DEN,DF,19,2004,9.4,494,419,74,8,0,1,39,65,1,0,0,0,400,1,8
ENG-Premier League,2425,Manchester Utd,Rasmus Højlund,DEN,FW,21,2003,22.3,336,310,23,0,2,0,8,0,0,0,0,0,251,3,6
ENG-Premier League,2425,Manchester Utd,Scott McTominay,SCO,MF,27,1996,0.2,10,8,2,0,0,0,0,1,0,0,0,0,10,0,0
ENG-Premier League,2425,Manchester Utd,Toby Collyer,ENG,MF,20,2004,2.0,92,88,4,1,0,0,0,2,0,0,0,0,76,0,2
ENG-Premier League,2425,Manchester Utd,Tyler Fredricson,ENG,DF,19,2005,1.8,122,119,3,3,0,0,0,0,0,0,0,0,110,0,2
ENG-Premier League,2425,Manchester Utd,Tyrell Malacia,NED,DF,24,1999,1.1,55,49,6,0,0,0,1,6,0,0,0,0,49,0,2
ENG-Premier League,2425,Manchester Utd,Victor Lindelöf,SWE,DF,30,1994,7.8,386,376,10,4,1,0,1,5,0,0,0,0,362,0,1
ENG-Premier League,2425,Newcastle Utd,Alexander Isak,SWE,FW,24,1999,30.6,689,606,77,0,6,3,16,9,3,0,0,0,519,6,24
ENG-Premier League,2425,Newcastle Utd,Anthony Gordon,ENG,"FW,MF",23,2001,27.0,982,857,117,24,9,4,131,34,53,35,7,0,720,8,38
ENG-Premier League,2425,Newcastle Utd,Bruno Guimarães,BRA,MF,26,1997,36.3,1798,1708,81,70,22,14,28,3,5,2,2,0,1481,9,38
ENG-Premier League,2425,Newcastle Utd,Callum Wilson,ENG,FW,32,1992,4.1,53,46,6,0,0,0,2,0,0,0,0,0,40,1,4
ENG-Premier League,2425,Newcastle Utd,Dan Burn,ENG,DF,32,1992,37.0,2006,1968,37,25,0,12,3,8,0,0,0,0,1774,1,16
ENG-Premier League,2425,Newcastle Utd,Emil Krafth,SWE,DF,29,1994,3.8,158,138,20,4,0,0,2,16,0,0,0,0,124,0,4
ENG-Premier League,2425,Newcastle Utd,Fabian Schär,SUI,DF,32,1991,32.6,1977,1890,79,65,4,31,13,14,0,0,0,0,1654,8,8
ENG-Premier League,2425,Newcastle Utd,Harvey Barnes,ENG,FW,26,1997,19.5,607,590,15,3,5,1,47,10,2,0,0,0,474,2,17
ENG-Premier League,2425,Newcastle Utd,Jacob Murphy,ENG,FW,29,1995,26.2,1004,943,53,5,5,6,120,32,16,1,0,0,688,8,51
ENG-Premier League,2425,Newcastle Utd,Joe Willock,ENG,"MF,FW",24,1999,12.1,363,356,5,0,0,2,18,5,0,0,0,0,300,2,8
ENG-Premier League,2425,Newcastle Utd,Joelinton,BRA,"MF,FW",27,1996,26.6,1043,1014,26,11,7,2,16,14,0,0,0,0,863,3,23
ENG-Premier League,2425,Newcastle Utd,Kieran Trippier,ENG,DF,33,1990,14.5,1256,1007,246,50,3,3,82,133,62,26,8,15,1036,3,16
ENG-Premier League,2425,Newcastle Utd,Lewis Hall,ENG,DF,19,2004,24.3,1592,1300,287,68,4,2,110,164,55,45,2,0,1300,5,27
ENG-Premier League,2425,Newcastle Utd,Lewis Miley,ENG,MF,18,2006,3.5,191,189,1,1,1,0,0,0,0,0,0,0,168,1,4
ENG-Premier League,2425,Newcastle Utd,Lloyd Kelly,ENG,DF,25,1998,3.4,181,159,22,7,0,0,1,15,0,0,0,0,146,0,5
ENG-Premier League,2425,Newcastle Utd,Martin Dúbravka,SVK,GK,35,1989,10.0,333,246,86,27,0,1,0,0,0,0,0,0,265,1,0
ENG-Premier League,2425,Newcastle Utd,Matt Targett,ENG,DF,28,1995,0.2,15,15,0,0,0,0,1,0,0,0,0,0,14,0,0
ENG-Premier League,2425,Newcastle Utd,Miguel Almirón,PAR,FW,30,1994,1.7,66,64,1,0,1,0,0,1,0,0,0,0,54,1,2
ENG-Premier League,2425,Newcastle Utd,Nick Pope,ENG,GK,32,1992,28.0,782,528,254,67,0,0,0,0,0,0,0,0,575,0,0
ENG-Premier League,2425,Newcastle Utd,Sandro Tonali,ITA,MF,24,2000,29.2,1535,1468,61,29,7,7,54,12,19,9,8,1,1285,6,27
ENG-Premier League,2425,Newcastle Utd,Sean Longstaff,ENG,MF,26,1997,8.9,349,344,4,2,2,3,5,0,1,0,0,1,295,1,12
ENG-Premier League,2425,Newcastle Utd,Sven Botman,NED,DF,24,2000,4.6,246,238,8,7,1,2,0,1,0,0,0,0,220,0,0
ENG-Premier League,2425,Newcastle Utd,Valentino Livramento,ENG,DF,21,2002,31.6,1643,1387,251,17,1,1,52,233,1,0,0,0,1403,5,27
ENG-Premier League,2425,Newcastle Utd,William Osula,DEN,FW,20,2003,1.5,29,27,2,0,0,0,4,0,0,0,0,0,18,0,0
ENG-Premier League,2425,Nott'ham Forest,Anthony Elanga,SWE,"FW,MF",22,2002,27.8,827,697,126,31,3,0,185,6,86,43,39,0,540,4,24
ENG-Premier League,2425,Nott'ham Forest,Callum Hudson-Odoi,ENG,"FW,MF",23,2000,24.4,843,817,23,3,5,6,79,6,5,4,1,0,691,3,16
ENG-Premier League,2425,Nott'ham Forest,Chris Wood,NZL,FW,32,1991,32.9,490,485,0,0,2,1,1,0,0,0,0,0,315,5,7
ENG-Premier League,2425,Nott'ham Forest,Danilo,BRA,"MF,FW",23,2001,3.1,121,119,1,0,0,0,3,0,1,1,0,0,94,1,5
ENG-Premier League,2425,Nott'ham Forest,Elliot Anderson,ENG,MF,21,2002,30.3,1386,1292,85,26,7,4,86,2,48,17,28,0,1085,9,35
ENG-Premier League,2425,Nott'ham Forest,Eric da Silva Moreira,GER,"MF,DF",18,2006,0.3,8,6,2,0,0,0,0,2,0,0,0,0,7,0,0
ENG-Premier League,2425,Nott'ham Forest,Harry Toffolo,ENG,DF,28,1995,1.5,67,39,28,0,0,0,4,27,1,1,0,0,47,0,3
ENG-Premier League,2425,Nott'ham Forest,Ibrahim Sangaré,CIV,MF,26,1997,6.6,323,312,11,10,1,2,2,1,0,0,0,0,276,0,9
ENG-Premier League,2425,Nott'ham Forest,James Ward-Prowse,ENG,MF,29,1994,4.4,182,157,24,15,0,1,19,0,8,3,5,0,145,1,1
ENG-Premier League,2425,Nott'ham Forest,Jota Silva,POR,"FW,MF",24,1999,9.5,196,191,3,0,1,1,21,2,1,0,0,0,118,2,12
ENG-Premier League,2425,Nott'ham Forest,Matz Sels,BEL,GK,32,1992,38.0,998,610,375,105,0,0,0,0,0,0,0,0,519,13,0
ENG-Premier League,2425,Nott'ham Forest,Morato,BRA,DF,23,2001,10.1,309,290,17,11,1,0,0,3,0,0,0,0,238,2,11
ENG-Premier League,2425,Nott'ham Forest,Morgan Gibbs-White,ENG,MF,24,2000,31.1,1269,1241,18,7,19,12,45,1,1,0,0,0,993,10,27
ENG-Premier League,2425,Nott'ham Forest,Murillo,BRA,DF,22,2002,35.4,1450,1271,166,113,8,22,14,3,0,0,0,0,1138,13,6
ENG-Premier League,2425,Nott'ham Forest,Neco Williams,WAL,DF,23,2001,28.8,1116,888,224,19,1,4,59,203,2,0,2,0,843,4,31
ENG-Premier League,2425,Nott'ham Forest,Nicolás Domínguez,ARG,"MF,FW",26,1998,21.8,947,890,50,22,7,0,7,6,0,0,0,0,821,7,11
ENG-Premier League,2425,Nott'ham Forest,Nikola Milenković,SRB,DF,26,1997,37.0,1033,994,32,32,0,3,0,0,0,0,0,0,850,7,3
ENG-Premier League,2425,Nott'ham Forest,Ola Aina,NGA,DF,27,1996,33.3,1352,1071,279,15,0,4,59,264,0,0,0,0,994,2,46
ENG-Premier League,2425,Nott'ham Forest,Ramón Sosa,PAR,"FW,MF",24,1999,3.3,97,86,10,2,0,1,8,4,4,2,1,0,66,1,2
ENG-Premier League,2425,Nott'ham Forest,Ryan Yates,ENG,MF,26,1997,21.3,758,699,56,23,0,0,8,0,2,0,0,0,618,3,19
ENG-Premier League,2425,Nott'ham Forest,Taiwo Awoniyi,NGA,FW,26,1997,4.6,96,96,0,0,1,0,2,0,0,0,0,0,61,0,4
ENG-Premier League,2425,Nott'ham Forest,Willy Boly,CIV,DF,33,1991,1.7,70,69,1,1,0,0,0,0,0,0,0,0,55,0,0
ENG-Premier League,2425,Nott'ham Forest,Álex Moreno,ESP,"DF,MF",31,1993,10.6,428,338,86,1,3,1,19,85,0,0,0,0,308,4,10
ENG-Premier League,2425,Southampton,Aaron Ramsdale,ENG,GK,26,1998,30.0,1223,918,298,108,0,4,0,0,0,0,0,0,774,7,1
ENG-Premier League,2425,Southampton,Adam Armstrong,ENG,"FW,MF",27,1997,13.9,288,268,18,0,0,1,14,3,0,0,0,0,231,2,12
ENG-Premier League,2425,Southampton,Adam Lallana,ENG,MF,36,1988,4.0,260,255,4,3,1,0,4,0,0,0,0,0,221,1,3
ENG-Premier League,2425,Southampton,Albert Grønbaek,DEN,"FW,MF",23,2001,1.6,18,18,0,0,0,0,1,0,0,0,0,0,13,0,1
ENG-Premier League,2425,Southampton,Alex McCarthy,ENG,GK,34,1989,5.0,156,126,29,6,0,1,0,0,0,0,0,0,117,1,1
ENG-Premier League,2425,Southampton,Armel Bella Kotchap,GER,DF,22,2001,3.7,224,219,4,4,0,0,0,0,0,0,0,0,202,1,1
ENG-Premier League,2425,Southampton,Ben Brereton,CHI,FW,25,1999,5.0,166,163,2,1,1,0,5,1,0,0,0,0,128,1,3
ENG-Premier League,2425,Southampton,Cameron Archer,ENG,FW,23,2001,16.0,251,231,19,0,2,0,3,0,0,0,0,0,205,1,8
ENG-Premier League,2425,Southampton,Carlos Alcaraz,ARG,MF,21,2002,0.1,13,11,2,0,0,0,1,1,1,0,0,0,13,0,0
ENG-Premier League,2425,Southampton,Charlie Taylor,ENG,DF,30,1993,4.0,223,192,30,7,0,0,9,21,2,1,1,0,196,1,3
ENG-Premier League,2425,Southampton,Flynn Downes,ENG,MF,25,1999,23.9,1109,1079,29,29,7,1,4,0,0,0,0,0,1003,1,13
ENG-Premier League,2425,Southampton,Jack Stephens,ENG,DF,30,1994,15.4,955,912,42,19,0,2,1,15,0,0,0,0,879,1,4
ENG-Premier League,2425,Southampton,James Bree,ENG,DF,26,1997,11.9,599,549,49,9,0,0,29,36,3,2,0,0,500,1,9
ENG-Premier League,2425,Southampton,Jan Bednarek,POL,DF,28,1996,28.1,1687,1606,79,33,0,7,1,1,0,0,0,0,1564,2,4
ENG-Premier League,2425,Southampton,Jay Robinson,ENG,"MF,FW",17,2007,1.5,34,34,0,0,0,0,1,0,0,0,0,0,23,0,2
ENG-Premier League,2425,Southampton,Joachim Kayi Sanda,FRA,DF,17,2006,0.2,15,15,0,0,0,0,0,0,0,0,0,0,15,0,0
ENG-Premier League,2425,Southampton,Joe Aribo,NGA,"MF,DF",28,1996,22.4,1046,1032,13,4,2,1,10,4,0,0,0,0,929,1,15
ENG-Premier League,2425,Southampton,Joe Lumley,ENG,GK,29,1995,3.0,151,128,22,7,0,0,0,0,0,0,0,0,106,1,0
ENG-Premier League,2425,Southampton,Kamaldeen Sulemana,GHA,"FW,MF",22,2002,15.6,357,354,2,0,0,2,26,2,0,0,0,0,285,1,9
ENG-Premier League,2425,Southampton,Kyle Walker-Peters,ENG,DF,27,1997,32.4,1693,1500,190,36,5,2,51,144,3,0,0,0,1493,3,33
ENG-Premier League,2425,Southampton,Lesley Ugochukwu,FRA,MF,20,2004,18.4,706,697,9,9,2,0,6,0,0,0,0,0,600,0,11
ENG-Premier League,2425,Southampton,Mateus Fernandes,POR,MF,20,2004,32.3,1361,1184,175,61,9,10,113,10,54,39,14,0,1087,2,36
ENG-Premier League,2425,Southampton,Maxwel Cornet,CIV,FW,27,1996,0.8,22,20,2,0,0,0,3,0,2,2,0,0,17,0,0
ENG-Premier League,2425,Southampton,Nathan Wood-Gordon,ENG,DF,22,2002,8.6,476,465,10,4,0,0,3,1,0,0,0,0,444,1,1
ENG-Premier League,2425,Southampton,Paul Onuachu,NGA,FW,30,1994,11.7,263,261,0,0,0,4,0,0,0,0,0,0,160,2,8
ENG-Premier League,2425,Southampton,Ronnie Edwards,ENG,DF,21,2003,0.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
ENG-Premier League,2425,Southampton,Ross Stewart,SCO,FW,28,1996,4.3,95,94,1,1,0,0,0,0,0,0,0,0,67,0,3
ENG-Premier League,2425,Southampton,Ryan Fraser,SCO,"FW,DF",30,1994,3.4,103,97,5,0,0,0,12,3,2,2,0,0,77,1,2
ENG-Premier League,2425,Southampton,Ryan Manning,IRL,"DF,MF",28,1996,16.2,803,634,162,38,1,3,84,92,32,24,5,0,619,7,21
ENG-Premier League,2425,Southampton,Samuel Amo-Ameyaw,ENG,"FW,DF",18,2006,0.3,9,8,1,0,0,0,2,0,1,0,0,0,8,0,0
ENG-Premier League,2425,Southampton,Samuel Edozie,ENG,"DF,FW",21,2003,0.7,33,33,0,0,0,0,4,0,0,0,0,0,25,0,2
ENG-Premier League,2425,Southampton,Taylor Harwood-Bellis,ENG,DF,22,2002,31.4,2164,2080,81,51,3,9,10,27,0,0,0,0,1892,3,11
ENG-Premier League,2425,Southampton,Tyler Dibling,ENG,"FW,MF",18,2006,20.8,620,585,32,4,8,3,28,3,11,8,0,0,504,3,17
ENG-Premier League,2425,Southampton,Welington,BRA,DF,23,2001,5.4,186,147,39,5,0,1,17,28,6,5,0,0,145,0,8
ENG-Premier League,2425,Southampton,William Smallbone,IRL,MF,24,2000,7.7,356,294,60,12,1,2,36,4,25,15,7,0,270,2,8
ENG-Premier League,2425,Southampton,Yukinari Sugawara,JPN,"DF,MF",24,2000,17.3,891,765,124,17,1,7,70,97,10,4,6,0,713,2,22
ENG-Premier League,2425,Tottenham,Alfie Dorrington,ENG,DF,19,2005,0.2,16,16,0,0,0,0,0,0,0,0,0,0,15,0,0
ENG-Premier League,2425,Tottenham,Antonín Kinský,CZE,GK,21,2003,6.0,217,177,39,9,0,0,0,0,0,0,0,0,167,1,1
ENG-Premier League,2425,Tottenham,Archie Gray,ENG,"DF,MF",18,2006,19.5,1145,1053,88,30,1,3,17,45,4,0,4,0,1001,4,18
ENG-Premier League,2425,Tottenham,Ben Davies,WAL,DF,31,1993,14.8,1023,925,95,26,1,5,4,5,0,0,0,0,896,3,8
ENG-Premier League,2425,Tottenham,Brandon Austin,ENG,GK,25,1999,1.0,32,24,8,2,0,0,0,0,0,0,0,0,22,0,0
ENG-Premier League,2425,Tottenham,Brennan Johnson,WAL,FW,23,2001,24.2,638,624,12,0,0,1,53,12,0,0,0,0,449,2,41
ENG-Premier League,2425,Tottenham,Cristian Romero,ARG,DF,26,1998,15.7,1223,1120,101,80,4,2,3,7,0,0,0,0,1094,2,7
ENG-Premier League,2425,Tottenham,Dane Scarlett,ENG,"FW,MF",20,2004,0.4,5,5,0,0,0,0,0,0,0,0,0,0,3,0,1
ENG-Premier League,2425,Tottenham,Dejan Kulusevski,SWE,"MF,FW",24,2000,26.5,893,800,84,4,11,1,89,6,62,26,0,0,658,9,42
ENG-Premier League,2425,Tottenham,Destiny Udogie,ITA,DF,21,2002,21.4,1115,944,170,28,0,0,19,142,0,0,0,0,972,1,34
ENG-Premier League,2425,Tottenham,Djed Spence,ENG,DF,23,2000,19.9,1161,974,183,30,2,2,25,153,0,0,0,0,992,4,19
ENG-Premier League,2425,Tottenham,Dominic Solanke,ENG,FW,26,1997,24.5,361,321,38,0,3,1,4,2,0,0,0,0,255,2,15
ENG-Premier League,2425,Tottenham,Fraser Forster,ENG,GK,36,1988,7.0,198,125,72,16,0,1,0,0,0,0,0,0,168,1,0
ENG-Premier League,2425,Tottenham,Guglielmo Vicario,ITA,GK,27,1996,24.0,874,773,101,36,0,1,0,0,0,0,0,0,764,0,2
ENG-Premier League,2425,Tottenham,James Maddison,ENG,MF,27,1996,20.1,1256,1118,132,48,12,5,98,5,59,37,8,0,1021,6,15
ENG-Premier League,2425,Tottenham,Kevin Danso,AUT,DF,25,1998,9.4,555,534,21,17,0,2,1,0,0,0,0,0,480,0,8
ENG-Premier League,2425,Tottenham,Lucas Bergvall,SWE,MF,18,2006,13.5,720,675,44,21,0,8,21,10,8,5,2,0,629,1,11
ENG-Premier League,2425,Tottenham,Mathys Tel,FRA,FW,19,2005,10.1,266,243,22,3,2,1,35,7,8,6,2,0,185,1,12
ENG-Premier League,2425,Tottenham,Micky van de Ven,NED,DF,23,2001,11.3,802,758,43,18,0,1,0,4,0,0,0,0,729,1,5
ENG-Premier League,2425,Tottenham,Mikey Moore,ENG,FW,16,2007,4.1,96,88,8,0,0,0,16,2,6,3,0,0,67,0,5
ENG-Premier League,2425,Tottenham,Pape Matar Sarr,SEN,MF,21,2002,21.3,1029,999,26,9,1,3,14,12,0,0,0,0,889,4,20
ENG-Premier League,2425,Tottenham,Pedro Porro,ESP,DF,24,1999,29.0,1892,1530,355,53,4,16,196,249,53,4,44,0,1385,7,75
ENG-Premier League,2425,Tottenham,Radu Drăgușin,ROU,DF,22,2002,13.9,840,793,47,40,1,3,1,3,0,0,0,0,716,0,5
ENG-Premier League,2425,Tottenham,Richarlison,BRA,FW,27,1997,5.6,103,97,6,1,0,3,7,0,0,0,0,0,62,0,6
ENG-Premier League,2425,Tottenham,Rodrigo Bentancur,URU,MF,27,1997,18.3,1076,1036,38,31,4,2,4,2,0,0,0,0,946,2,19
ENG-Premier League,2425,Tottenham,Sergio Reguilón,ESP,DF,27,1996,2.2,136,116,19,1,0,0,12,16,2,1,1,0,93,1,4
ENG-Premier League,2425,Tottenham,Son Heung-min,KOR,FW,32,1992,23.4,925,853,70,15,4,4,78,12,38,25,5,0,730,2,26
ENG-Premier League,2425,Tottenham,Timo Werner,GER,"FW,MF",28,1996,5.7,236,222,12,2,2,2,28,8,2,1,0,0,158,2,15
